slide_id,scale,h5_path,h5_exists,h5_read_success,h5_error,coords_exists,coords_count,coords_shape,coords_dtype,patch_level,patch_size,h5_downsample_x,h5_downsample_y,h5_level_dim,h5_downsampled_level_dim,h5_name,h5_save_path,required_metadata_complete
2469693-B,5x,data/yiyuan/patches_coords_5x/patches_256/2469693-B.h5,True,True,,True,340,"[340,2]",int32,2,256,16.00053316272126,16.002004738472753,"[9378,5487]","[9378,5487]",2469693-B,patches_coords_5x\patches_256,True
2469693-B,20x,data/yiyuan/patches_coords_20x/patches_256/2469693-B.h5,True,True,,True,4975,"[4975,2]",int32,1,256,4.000026657425426,4.000136674259681,"[37513,21950]","[37513,21950]",2469693-B,patches_coords_20x\patches_256,True
2469849-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2469849-B2.h5,True,True,,True,178,"[178,2]",int32,2,256,16.001393404551788,16.002175805047866,"[8612,4596]","[8612,4596]",2469849-B2,patches_coords_5x\patches_256,True
2469849-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2469849-B2.h5,True,True,,True,2512,"[2512,2]",int32,1,256,4.0,4.000108778418362,"[34451,18386]","[34451,18386]",2469849-B2,patches_coords_20x\patches_256,True
2469916-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2469916-B2.h5,True,True,,True,225,"[225,2]",int32,2,256,16.00077442194933,16.002004738472753,"[9039,5487]","[9039,5487]",2469916-B2,patches_coords_5x\patches_256,True
2469916-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2469916-B2.h5,True,True,,True,2967,"[2967,2]",int32,1,256,4.000082971485466,4.000136674259681,"[36157,21950]","[36157,21950]",2469916-B2,patches_coords_20x\patches_256,True
2469927-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2469927-B2.h5,True,True,,True,196,"[196,2]",int32,2,256,16.000115101289133,16.002004738472753,"[8688,5487]","[8688,5487]",2469927-B2,patches_coords_5x\patches_256,True
2469927-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2469927-B2.h5,True,True,,True,2593,"[2593,2]",int32,1,256,4.000028775322283,4.000136674259681,"[34752,21950]","[34752,21950]",2469927-B2,patches_coords_20x\patches_256,True
2469963-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2469963-B2.h5,True,True,,True,275,"[275,2]",int32,2,256,16.00096908615176,16.002004738472753,"[10319,5487]","[10319,5487]",2469963-B2,patches_coords_5x\patches_256,True
2469963-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2469963-B2.h5,True,True,,True,4073,"[4073,2]",int32,1,256,4.000048451959882,4.000136674259681,"[41278,21950]","[41278,21950]",2469963-B2,patches_coords_20x\patches_256,True
2469965-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2469965-B2.h5,True,True,,True,302,"[302,2]",int32,2,256,16.00113147770989,16.00110864745011,"[8838,5412]","[8838,5412]",2469965-B2,patches_coords_5x\patches_256,True
2469965-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2469965-B2.h5,True,True,,True,4290,"[4290,2]",int32,1,256,4.000056570685071,4.000092383020001,"[35354,21649]","[35354,21649]",2469965-B2,patches_coords_20x\patches_256,True
2469969-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2469969-B2.h5,True,True,,True,176,"[176,2]",int32,2,256,16.00127648710748,16.002525252525253,"[7834,5148]","[7834,5148]",2469969-B2,patches_coords_5x\patches_256,True
2469969-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2469969-B2.h5,True,True,,True,2451,"[2451,2]",int32,1,256,4.000063820282086,4.0000485554746295,"[31338,20595]","[31338,20595]",2469969-B2,patches_coords_20x\patches_256,True
2470260-B,5x,data/yiyuan/patches_coords_5x/patches_256/2470260-B.h5,True,True,,True,287,"[287,2]",int32,2,256,16.00079654073737,16.000559492726595,"[8788,5362]","[8788,5362]",2470260-B,patches_coords_5x\patches_256,True
2470260-B,20x,data/yiyuan/patches_coords_20x/patches_256/2470260-B.h5,True,True,,True,4280,"[4280,2]",int32,1,256,4.000085341222655,4.000139873181649,"[35153,21448]","[35153,21448]",2470260-B,patches_coords_20x\patches_256,True
2470270-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2470270-B2.h5,True,True,,True,176,"[176,2]",int32,2,256,16.00138523341183,16.00021815008726,"[7219,4584]","[7219,4584]",2470270-B2,patches_coords_5x\patches_256,True
2470270-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2470270-B2.h5,True,True,,True,2510,"[2510,2]",int32,1,256,4.000069256873744,4.000054537521815,"[28878,18336]","[28878,18336]",2470270-B2,patches_coords_20x\patches_256,True
2470405-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2470405-B2.h5,True,True,,True,253,"[253,2]",int32,2,256,16.001783378908573,16.002342377513177,"[8411,5123]","[8411,5123]",2470405-B2,patches_coords_5x\patches_256,True
2470405-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2470405-B2.h5,True,True,,True,3708,"[3708,2]",int32,1,256,4.000089160995037,4.0,"[33647,20495]","[33647,20495]",2470405-B2,patches_coords_20x\patches_256,True
2470647-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2470647-B2.h5,True,True,,True,318,"[318,2]",int32,2,256,16.001243339253996,16.002899671370578,"[11260,5173]","[11260,5173]",2470647-B2,patches_coords_5x\patches_256,True
2470647-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2470647-B2.h5,True,True,,True,4267,"[4267,2]",int32,1,256,4.000044402015852,4.0001449625513406,"[45043,20695]","[45043,20695]",2470647-B2,patches_coords_20x\patches_256,True
2470657-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2470657-B3.h5,True,True,,True,472,"[472,2]",int32,2,256,16.000316923727024,16.002004738472753,"[9466,5487]","[9466,5487]",2470657-B3,patches_coords_5x\patches_256,True
2470657-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2470657-B3.h5,True,True,,True,7128,"[7128,2]",int32,1,256,4.000079230931756,4.000136674259681,"[37864,21950]","[37864,21950]",2470657-B3,patches_coords_20x\patches_256,True
2471072-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2471072-B2.h5,True,True,,True,263,"[263,2]",int32,2,256,16.000329597890573,16.001869508319313,"[9102,5349]","[9102,5349]",2471072-B2,patches_coords_5x\patches_256,True
2471072-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2471072-B2.h5,True,True,,True,3844,"[3844,2]",int32,1,256,4.000082399472643,4.000093466679129,"[36408,21398]","[36408,21398]",2471072-B2,patches_coords_20x\patches_256,True
2471237-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2471237-B2.h5,True,True,,True,463,"[463,2]",int32,2,256,16.00149551345962,16.002004738472753,"[10030,5487]","[10030,5487]",2471237-B2,patches_coords_5x\patches_256,True
2471237-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2471237-B2.h5,True,True,,True,6815,"[6815,2]",int32,1,256,4.000074770081998,4.000136674259681,"[40123,21950]","[40123,21950]",2471237-B2,patches_coords_20x\patches_256,True
2471442-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2471442-B3.h5,True,True,,True,261,"[261,2]",int32,2,256,16.00068469702157,16.002004738472753,"[8763,5487]","[8763,5487]",2471442-B3,patches_coords_5x\patches_256,True
2471442-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2471442-B3.h5,True,True,,True,3765,"[3765,2]",int32,1,256,4.000057056457365,4.000136674259681,"[35053,21950]","[35053,21950]",2471442-B3,patches_coords_20x\patches_256,True
2471452-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2471452-B2.h5,True,True,,True,132,"[132,2]",int32,2,256,16.0,16.002957906712172,"[8299,4395]","[8299,4395]",2471452-B2,patches_coords_5x\patches_256,True
2471452-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2471452-B2.h5,True,True,,True,1772,"[1772,2]",int32,1,256,4.0,4.000056873116078,"[33196,17583]","[33196,17583]",2471452-B2,patches_coords_20x\patches_256,True
2471595-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2471595-B3.h5,True,True,,True,321,"[321,2]",int32,2,256,16.001575157515752,16.002407853306167,"[8888,5399]","[8888,5399]",2471595-B3,patches_coords_5x\patches_256,True
2471595-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2471595-B3.h5,True,True,,True,4641,"[4641,2]",int32,1,256,4.00005625087892,4.0000462984397425,"[35555,21599]","[35555,21599]",2471595-B3,patches_coords_20x\patches_256,True
2471618-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2471618-B3.h5,True,True,,True,258,"[258,2]",int32,2,256,16.001783378908573,16.001659062629614,"[8411,4822]","[8411,4822]",2471618-B3,patches_coords_5x\patches_256,True
2471618-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2471618-B3.h5,True,True,,True,3840,"[3840,2]",int32,1,256,4.000089160995037,4.0,"[33647,19290]","[33647,19290]",2471618-B3,patches_coords_20x\patches_256,True
2471884-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2471884-B2.h5,True,True,,True,140,"[140,2]",int32,2,256,16.000387897595036,16.002004738472753,"[7734,5487]","[7734,5487]",2471884-B2,patches_coords_5x\patches_256,True
2471884-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2471884-B2.h5,True,True,,True,1810,"[1810,2]",int32,1,256,4.000096974398759,4.000136674259681,"[30936,21950]","[30936,21950]",2471884-B2,patches_coords_20x\patches_256,True
2471885-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2471885-B2.h5,True,True,,True,128,"[128,2]",int32,2,256,16.001958735962393,16.002899671370578,"[7658,5173]","[7658,5173]",2471885-B2,patches_coords_5x\patches_256,True
2471885-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2471885-B2.h5,True,True,,True,1739,"[1739,2]",int32,1,256,4.000097927207443,4.0001449625513406,"[30635,20695]","[30635,20695]",2471885-B2,patches_coords_20x\patches_256,True
2471887-B,5x,data/yiyuan/patches_coords_5x/patches_256/2471887-B.h5,True,True,,True,223,"[223,2]",int32,2,256,16.0,16.002100840336134,"[7433,5236]","[7433,5236]",2471887-B,patches_coords_5x\patches_256,True
2471887-B,20x,data/yiyuan/patches_coords_20x/patches_256/2471887-B.h5,True,True,,True,3135,"[3135,2]",int32,1,256,4.0,4.000143225436838,"[29732,20946]","[29732,20946]",2471887-B,patches_coords_20x\patches_256,True
2471921-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2471921-B2.h5,True,True,,True,196,"[196,2]",int32,2,256,16.001526911820843,16.00077881619938,"[7859,5136]","[7859,5136]",2471921-B2,patches_coords_5x\patches_256,True
2471921-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2471921-B2.h5,True,True,,True,2810,"[2810,2]",int32,1,256,4.0,4.0,"[31439,20545]","[31439,20545]",2471921-B2,patches_coords_20x\patches_256,True
2471957-B,5x,data/yiyuan/patches_coords_5x/patches_256/2471957-B.h5,True,True,,True,85,"[85,2]",int32,2,256,16.001094840563844,16.000912616929043,"[7307,4383]","[7307,4383]",2471957-B,patches_coords_5x\patches_256,True
2471957-B,20x,data/yiyuan/patches_coords_20x/patches_256/2471957-B.h5,True,True,,True,1104,"[1104,2]",int32,1,256,4.0,4.0,"[29230,17533]","[29230,17533]",2471957-B,patches_coords_20x\patches_256,True
2471959-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2471959-B2.h5,True,True,,True,167,"[167,2]",int32,2,256,16.001353943360037,16.002004738472753,"[8863,5487]","[8863,5487]",2471959-B2,patches_coords_5x\patches_256,True
2471959-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2471959-B2.h5,True,True,,True,2280,"[2280,2]",int32,1,256,4.0,4.000136674259681,"[35455,21950]","[35455,21950]",2471959-B2,patches_coords_20x\patches_256,True
2471963-B,5x,data/yiyuan/patches_coords_5x/patches_256/2471963-B.h5,True,True,,True,280,"[280,2]",int32,2,256,16.000706713780918,16.002525252525253,"[9905,5148]","[9905,5148]",2471963-B,patches_coords_5x\patches_256,True
2471963-B,20x,data/yiyuan/patches_coords_20x/patches_256/2471963-B.h5,True,True,,True,3985,"[3985,2]",int32,1,256,4.000075717422579,4.0000485554746295,"[39621,20595]","[39621,20595]",2471963-B,patches_coords_20x\patches_256,True
2472316-B7,5x,data/yiyuan/patches_coords_5x/patches_256/2472316-B7.h5,True,True,,True,46,"[46,2]",int32,2,256,16.00088683930472,16.00104275286757,"[5638,2877]","[5638,2877]",2472316-B7,patches_coords_5x\patches_256,True
2472316-B7,20x,data/yiyuan/patches_coords_20x/patches_256/2472316-B7.h5,True,True,,True,609,"[609,2]",int32,1,256,4.000044339999113,4.000260688216892,"[22553,11508]","[22553,11508]",2472316-B7,patches_coords_20x\patches_256,True
2472453-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2472453-B2.h5,True,True,,True,84,"[84,2]",int32,2,256,16.00166565717747,16.003097893432464,"[6604,3228]","[6604,3228]",2472453-B2,patches_coords_5x\patches_256,True
2472453-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2472453-B2.h5,True,True,,True,1089,"[1089,2]",int32,1,256,4.000113558937088,4.00015487068298,"[26418,12914]","[26418,12914]",2472453-B2,patches_coords_20x\patches_256,True
2472465-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2472465-B2.h5,True,True,,True,249,"[249,2]",int32,2,256,16.000108813928183,16.002004738472753,"[9190,5487]","[9190,5487]",2472465-B2,patches_coords_5x\patches_256,True
2472465-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2472465-B2.h5,True,True,,True,3586,"[3586,2]",int32,1,256,4.000027203482046,4.000136674259681,"[36760,21950]","[36760,21950]",2472465-B2,patches_coords_20x\patches_256,True
2472471-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2472471-B2.h5,True,True,,True,190,"[190,2]",int32,2,256,16.00168293503871,16.000187371182314,"[8913,5337]","[8913,5337]",2472471-B2,patches_coords_5x\patches_256,True
2472471-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2472471-B2.h5,True,True,,True,2694,"[2694,2]",int32,1,256,4.000084139671856,4.000046842795578,"[35655,21348]","[35655,21348]",2472471-B2,patches_coords_20x\patches_256,True
2472481-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2472481-B2.h5,True,True,,True,155,"[155,2]",int32,2,256,16.0010867202782,16.002004738472753,"[9202,5487]","[9202,5487]",2472481-B2,patches_coords_5x\patches_256,True
2472481-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2472481-B2.h5,True,True,,True,2139,"[2139,2]",int32,1,256,4.0000543330616685,4.000136674259681,"[36810,21950]","[36810,21950]",2472481-B2,patches_coords_20x\patches_256,True
2472500-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2472500-B2.h5,True,True,,True,141,"[141,2]",int32,2,256,16.001761040368464,16.001494449188726,"[7382,4684]","[7382,4684]",2472500-B2,patches_coords_5x\patches_256,True
2472500-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2472500-B2.h5,True,True,,True,1962,"[1962,2]",int32,1,256,4.000033862720531,4.000160111010301,"[29531,18737]","[29531,18737]",2472500-B2,patches_coords_20x\patches_256,True
2472505-B,5x,data/yiyuan/patches_coords_5x/patches_256/2472505-B.h5,True,True,,True,112,"[112,2]",int32,2,256,16.000277507978353,16.00409836065574,"[7207,3416]","[7207,3416]",2472505-B,patches_coords_5x\patches_256,True
2472505-B,20x,data/yiyuan/patches_coords_20x/patches_256/2472505-B.h5,True,True,,True,1592,"[1592,2]",int32,1,256,4.000069376994588,4.000146337894198,"[28828,13667]","[28828,13667]",2472505-B,patches_coords_20x\patches_256,True
2472509-B4,5x,data/yiyuan/patches_coords_5x/patches_256/2472509-B4.h5,True,True,,True,245,"[245,2]",int32,2,256,16.001281366791243,16.00141843971631,"[9365,4935]","[9365,4935]",2472509-B4,patches_coords_5x\patches_256,True
2472509-B4,20x,data/yiyuan/patches_coords_20x/patches_256/2472509-B4.h5,True,True,,True,3499,"[3499,2]",int32,1,256,4.0,4.000151967985411,"[37463,19741]","[37463,19741]",2472509-B4,patches_coords_20x\patches_256,True
2472509-B6,5x,data/yiyuan/patches_coords_5x/patches_256/2472509-B6.h5,True,True,,True,461,"[461,2]",int32,2,256,16.0001046682018,16.002280935183425,"[9554,5261]","[9554,5261]",2472509-B6,patches_coords_5x\patches_256,True
2472509-B6,20x,data/yiyuan/patches_coords_20x/patches_256/2472509-B6.h5,True,True,,True,6909,"[6909,2]",int32,1,256,4.00002616705045,4.0,"[38216,21047]","[38216,21047]",2472509-B6,patches_coords_20x\patches_256,True
2473212-B4,5x,data/yiyuan/patches_coords_5x/patches_256/2473212-B4.h5,True,True,,True,187,"[187,2]",int32,2,256,16.00152959171667,16.000751126690034,"[8499,3994]","[8499,3994]",2473212-B4,patches_coords_5x\patches_256,True
2473212-B4,20x,data/yiyuan/patches_coords_20x/patches_256/2473212-B4.h5,True,True,,True,2489,"[2489,2]",int32,1,256,4.000029412629783,4.000187781672508,"[33999,15976]","[33999,15976]",2473212-B4,patches_coords_20x\patches_256,True
2473218-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2473218-B2.h5,True,True,,True,321,"[321,2]",int32,2,256,16.001266089892383,16.002004738472753,"[9478,5487]","[9478,5487]",2473218-B2,patches_coords_5x\patches_256,True
2473218-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2473218-B2.h5,True,True,,True,4586,"[4586,2]",int32,1,256,4.0,4.000136674259681,"[37915,21950]","[37915,21950]",2473218-B2,patches_coords_20x\patches_256,True
2473218-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2473218-B3.h5,True,True,,True,255,"[255,2]",int32,2,256,16.001745200698082,16.002004738472753,"[8022,5487]","[8022,5487]",2473218-B3,patches_coords_5x\patches_256,True
2473218-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2473218-B3.h5,True,True,,True,3592,"[3592,2]",int32,1,256,4.000062322769624,4.000136674259681,"[32091,21950]","[32091,21950]",2473218-B3,patches_coords_20x\patches_256,True
2473228-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2473228-B2.h5,True,True,,True,188,"[188,2]",int32,2,256,16.0,16.002899671370578,"[7684,5173]","[7684,5173]",2473228-B2,patches_coords_5x\patches_256,True
2473228-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2473228-B2.h5,True,True,,True,2583,"[2583,2]",int32,1,256,4.0,4.0001449625513406,"[30736,20695]","[30736,20695]",2473228-B2,patches_coords_20x\patches_256,True
2473266-B,5x,data/yiyuan/patches_coords_5x/patches_256/2473266-B.h5,True,True,,True,201,"[201,2]",int32,2,256,16.00135191347754,16.001727115716754,"[9616,5211]","[9616,5211]",2473266-B,patches_coords_5x\patches_256,True
2473266-B,20x,data/yiyuan/patches_coords_20x/patches_256/2473266-B.h5,True,True,,True,2728,"[2728,2]",int32,1,256,4.0000259963085245,4.000047970833733,"[38467,20846]","[38467,20846]",2473266-B,patches_coords_20x\patches_256,True
2473272-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2473272-B3.h5,True,True,,True,247,"[247,2]",int32,2,256,16.00113147770989,16.002004738472753,"[8838,5487]","[8838,5487]",2473272-B3,patches_coords_5x\patches_256,True
2473272-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2473272-B3.h5,True,True,,True,3338,"[3338,2]",int32,1,256,4.000056570685071,4.000136674259681,"[35354,21950]","[35354,21950]",2473272-B3,patches_coords_20x\patches_256,True
2473366-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2473366-B2.h5,True,True,,True,228,"[228,2]",int32,2,256,16.0005081300813,16.002257799671593,"[7872,4872]","[7872,4872]",2473366-B2,patches_coords_5x\patches_256,True
2473366-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2473366-B2.h5,True,True,,True,3002,"[3002,2]",int32,1,256,4.0,4.00015392508979,"[31489,19490]","[31489,19490]",2473366-B2,patches_coords_20x\patches_256,True
2473394-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2473394-B2.h5,True,True,,True,295,"[295,2]",int32,2,256,16.00027690603655,16.002004738472753,"[10834,5487]","[10834,5487]",2473394-B2,patches_coords_5x\patches_256,True
2473394-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2473394-B2.h5,True,True,,True,4135,"[4135,2]",int32,1,256,4.0000692265091375,4.000136674259681,"[43336,21950]","[43336,21950]",2473394-B2,patches_coords_20x\patches_256,True
2473534-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2473534-B2.h5,True,True,,True,228,"[228,2]",int32,2,256,16.00052696293694,16.00141843971631,"[11386,4935]","[11386,4935]",2473534-B2,patches_coords_5x\patches_256,True
2473534-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2473534-B2.h5,True,True,,True,3213,"[3213,2]",int32,1,256,4.000043912613898,4.000151967985411,"[45545,19741]","[45545,19741]",2473534-B2,patches_coords_20x\patches_256,True
2473545-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2473545-B2.h5,True,True,,True,422,"[422,2]",int32,2,256,16.00111804714432,16.002004738472753,"[10733,5487]","[10733,5487]",2473545-B2,patches_coords_5x\patches_256,True
2473545-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2473545-B2.h5,True,True,,True,6025,"[6025,2]",int32,1,256,4.0,4.000136674259681,"[42935,21950]","[42935,21950]",2473545-B2,patches_coords_20x\patches_256,True
2473545-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2473545-B3.h5,True,True,,True,248,"[248,2]",int32,2,256,16.000563316809373,16.0,"[8876,5061]","[8876,5061]",2473545-B3,patches_coords_5x\patches_256,True
2473545-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2473545-B3.h5,True,True,,True,3653,"[3653,2]",int32,1,256,4.000028165047176,4.0,"[35505,20244]","[35505,20244]",2473545-B3,patches_coords_20x\patches_256,True
2473549-B,5x,data/yiyuan/patches_coords_5x/patches_256/2473549-B.h5,True,True,,True,234,"[234,2]",int32,2,256,16.000300963081862,16.002280935183425,"[9968,5261]","[9968,5261]",2473549-B,patches_coords_5x\patches_256,True
2473549-B,20x,data/yiyuan/patches_coords_20x/patches_256/2473549-B.h5,True,True,,True,3285,"[3285,2]",int32,1,256,4.000075240770466,4.0,"[39872,21047]","[39872,21047]",2473549-B,patches_coords_20x\patches_256,True
2473600-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2473600-B3.h5,True,True,,True,321,"[321,2]",int32,2,256,16.001332445036642,16.000559492726595,"[10507,5362]","[10507,5362]",2473600-B3,patches_coords_5x\patches_256,True
2473600-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2473600-B3.h5,True,True,,True,4559,"[4559,2]",int32,1,256,4.00004758392615,4.000139873181649,"[42031,21448]","[42031,21448]",2473600-B3,patches_coords_20x\patches_256,True
2473608-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2473608-B2.h5,True,True,,True,299,"[299,2]",int32,2,256,16.001490947816826,16.002004738472753,"[9390,5487]","[9390,5487]",2473608-B2,patches_coords_5x\patches_256,True
2473608-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2473608-B2.h5,True,True,,True,4453,"[4453,2]",int32,1,256,4.000053243883609,4.000136674259681,"[37563,21950]","[37563,21950]",2473608-B2,patches_coords_20x\patches_256,True
2473621-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2473621-B3.h5,True,True,,True,158,"[158,2]",int32,2,256,16.000819960173363,16.002525252525253,"[8537,5148]","[8537,5148]",2473621-B3,patches_coords_5x\patches_256,True
2473621-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2473621-B3.h5,True,True,,True,2107,"[2107,2]",int32,1,256,4.000087850303084,4.0000485554746295,"[34149,20595]","[34149,20595]",2473621-B3,patches_coords_20x\patches_256,True
2473623-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2473623-B2.h5,True,True,,True,73,"[73,2]",int32,2,256,16.000823949464433,16.001962433417436,"[7282,3567]","[7282,3567]",2473623-B2,patches_coords_5x\patches_256,True
2473623-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2473623-B2.h5,True,True,,True,947,"[947,2]",int32,1,256,4.000068660098184,4.000210245987806,"[29129,14269]","[29129,14269]",2473623-B2,patches_coords_20x\patches_256,True
2473738-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2473738-B3.h5,True,True,,True,264,"[264,2]",int32,2,256,16.001692251903783,16.002004738472753,"[8273,5487]","[8273,5487]",2473738-B3,patches_coords_5x\patches_256,True
2473738-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2473738-B3.h5,True,True,,True,3919,"[3919,2]",int32,1,256,4.000060432089439,4.000136674259681,"[33095,21950]","[33095,21950]",2473738-B3,patches_coords_20x\patches_256,True
2474124-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2474124-B2.h5,True,True,,True,209,"[209,2]",int32,2,256,16.00108986426236,16.00077881619938,"[10093,5136]","[10093,5136]",2474124-B2,patches_coords_5x\patches_256,True
2474124-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2474124-B2.h5,True,True,,True,3104,"[3104,2]",int32,1,256,4.00007430524595,4.0,"[40374,20545]","[40374,20545]",2474124-B2,patches_coords_20x\patches_256,True
2474140-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2474140-B3.h5,True,True,,True,227,"[227,2]",int32,2,256,16.000693641618497,16.001576976148236,"[8650,5073]","[8650,5073]",2474140-B3,patches_coords_5x\patches_256,True
2474140-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2474140-B3.h5,True,True,,True,3068,"[3068,2]",int32,1,256,4.000057801797636,4.0,"[34601,20294]","[34601,20294]",2474140-B3,patches_coords_20x\patches_256,True
2474150-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2474150-B3.h5,True,True,,True,220,"[220,2]",int32,2,256,16.0010511562719,16.000206825232677,"[8562,4835]","[8562,4835]",2474150-B3,patches_coords_5x\patches_256,True
2474150-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2474150-B3.h5,True,True,,True,3180,"[3180,2]",int32,1,256,4.000029197080292,4.000051706308169,"[34250,19340]","[34250,19340]",2474150-B3,patches_coords_20x\patches_256,True
2474188-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2474188-B2.h5,True,True,,True,317,"[317,2]",int32,2,256,16.000103177878664,16.000365296803654,"[9692,5475]","[9692,5475]",2474188-B2,patches_coords_5x\patches_256,True
2474188-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2474188-B2.h5,True,True,,True,4656,"[4656,2]",int32,1,256,4.000025794469666,4.0000913242009135,"[38768,21900]","[38768,21900]",2474188-B2,patches_coords_20x\patches_256,True
2474189-B7,5x,data/yiyuan/patches_coords_5x/patches_256/2474189-B7.h5,True,True,,True,61,"[61,2]",int32,2,256,16.000561876668073,16.001961553550412,"[7119,5098]","[7119,5098]",2474189-B7,patches_coords_5x\patches_256,True
2474189-B7,20x,data/yiyuan/patches_coords_20x/patches_256/2474189-B7.h5,True,True,,True,844,"[844,2]",int32,1,256,4.0,4.000098068059233,"[28477,20394]","[28477,20394]",2474189-B7,patches_coords_20x\patches_256,True
2474291-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2474291-B2.h5,True,True,,True,316,"[316,2]",int32,2,256,16.000101988781235,16.001869508319313,"[9805,5349]","[9805,5349]",2474291-B2,patches_coords_5x\patches_256,True
2474291-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2474291-B2.h5,True,True,,True,4662,"[4662,2]",int32,1,256,4.000025497195309,4.000093466679129,"[39220,21398]","[39220,21398]",2474291-B2,patches_coords_20x\patches_256,True
