slide_id,scale,coord_h5_path,feature_h5_path,coord_h5_read_success,feature_h5_read_success,read_error,coord_coords_exists,feature_coords_exists,features_exists,coord_count,feature_coord_count,feature_count,coord_only_coordinate_count,feature_only_coordinate_count,coord_shape,feature_coord_shape,feature_shape,coord_dtype,feature_coord_dtype,feature_dtype,all_three_counts_equal,coord_shapes_equal,coordinate_values_and_order_equal,coordinate_multiset_equal,coordinate_set_equal,same_coordinates_different_order,row_mismatch_count,first_mismatch_index,alignment_ok
2483961-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2483961-B3.h5,data/yiyuan/features_biomedclip_5x/2483961-B3.h5,True,True,,True,True,True,190,190,190,0,0,"[190,2]","[190,2]","[190,512]",int32,int64,float32,True,True,False,True,True,True,190,0,False
2483961-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2483961-B3.h5,data/yiyuan/features_biomedclip_20x/2483961-B3.h5,True,True,,True,True,True,2652,2652,2652,0,0,"[2652,2]","[2652,2]","[2652,512]",int32,int64,float32,True,True,False,True,True,True,2652,0,False
2483973-B1,5x,data/yiyuan/patches_coords_5x/patches_256/2483973-B1.h5,data/yiyuan/features_biomedclip_5x/2483973-B1.h5,True,True,,True,True,True,300,300,300,0,0,"[300,2]","[300,2]","[300,512]",int32,int64,float32,True,True,False,True,True,True,300,0,False
2483973-B1,20x,data/yiyuan/patches_coords_20x/patches_256/2483973-B1.h5,data/yiyuan/features_biomedclip_20x/2483973-B1.h5,True,True,,True,True,True,4402,4402,4402,0,0,"[4402,2]","[4402,2]","[4402,512]",int32,int64,float32,True,True,False,True,True,True,4402,0,False
2483993-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2483993-B2.h5,data/yiyuan/features_biomedclip_5x/2483993-B2.h5,True,True,,True,True,True,228,228,228,0,0,"[228,2]","[228,2]","[228,512]",int32,int64,float32,True,True,False,True,True,True,140,0,False
2483993-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2483993-B2.h5,data/yiyuan/features_biomedclip_20x/2483993-B2.h5,True,True,,True,True,True,3420,3420,3420,0,0,"[3420,2]","[3420,2]","[3420,512]",int32,int64,float32,True,True,False,True,True,True,3419,0,False
2484004-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2484004-B2.h5,data/yiyuan/features_biomedclip_5x/2484004-B2.h5,True,True,,True,True,True,309,309,309,0,0,"[309,2]","[309,2]","[309,512]",int32,int64,float32,True,True,False,True,True,True,309,0,False
2484004-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2484004-B2.h5,data/yiyuan/features_biomedclip_20x/2484004-B2.h5,True,True,,True,True,True,4442,4442,4442,0,0,"[4442,2]","[4442,2]","[4442,512]",int32,int64,float32,True,True,False,True,True,True,4439,0,False
2484209-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2484209-B2.h5,data/yiyuan/features_biomedclip_5x/2484209-B2.h5,True,True,,True,True,True,393,393,393,0,0,"[393,2]","[393,2]","[393,512]",int32,int64,float32,True,True,False,True,True,True,393,0,False
2484209-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2484209-B2.h5,data/yiyuan/features_biomedclip_20x/2484209-B2.h5,True,True,,True,True,True,5862,5862,5862,0,0,"[5862,2]","[5862,2]","[5862,512]",int32,int64,float32,True,True,False,True,True,True,5861,0,False
2484220-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2484220-B3.h5,data/yiyuan/features_biomedclip_5x/2484220-B3.h5,True,True,,True,True,True,378,378,378,0,0,"[378,2]","[378,2]","[378,512]",int32,int64,float32,True,True,False,True,True,True,378,0,False
2484220-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2484220-B3.h5,data/yiyuan/features_biomedclip_20x/2484220-B3.h5,True,True,,True,True,True,5652,5652,5652,0,0,"[5652,2]","[5652,2]","[5652,512]",int32,int64,float32,True,True,False,True,True,True,5651,0,False
2484228-B,5x,data/yiyuan/patches_coords_5x/patches_256/2484228-B.h5,data/yiyuan/features_biomedclip_5x/2484228-B.h5,True,True,,True,True,True,467,467,467,0,0,"[467,2]","[467,2]","[467,512]",int64,int64,float32,True,True,False,True,True,True,465,0,False
2484228-B,20x,data/yiyuan/patches_coords_20x/patches_256/2484228-B.h5,data/yiyuan/features_biomedclip_20x/2484228-B.h5,True,True,,True,True,True,6897,6897,6897,0,0,"[6897,2]","[6897,2]","[6897,512]",int64,int64,float32,True,True,False,True,True,True,6897,0,False
2484301-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2484301-B2.h5,data/yiyuan/features_biomedclip_5x/2484301-B2.h5,True,True,,True,True,True,254,254,254,0,0,"[254,2]","[254,2]","[254,512]",int32,int64,float32,True,True,False,True,True,True,254,0,False
2484301-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2484301-B2.h5,data/yiyuan/features_biomedclip_20x/2484301-B2.h5,True,True,,True,True,True,3770,3770,3770,0,0,"[3770,2]","[3770,2]","[3770,512]",int32,int64,float32,True,True,False,True,True,True,3769,0,False
2484312-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2484312-B2.h5,data/yiyuan/features_biomedclip_5x/2484312-B2.h5,True,True,,True,True,True,305,305,305,0,0,"[305,2]","[305,2]","[305,512]",int32,int64,float32,True,True,False,True,True,True,305,0,False
2484312-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2484312-B2.h5,data/yiyuan/features_biomedclip_20x/2484312-B2.h5,True,True,,True,True,True,4562,4562,4562,0,0,"[4562,2]","[4562,2]","[4562,512]",int32,int64,float32,True,True,False,True,True,True,4559,0,False
2484463-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2484463-B2.h5,data/yiyuan/features_biomedclip_5x/2484463-B2.h5,True,True,,True,True,True,219,219,219,0,0,"[219,2]","[219,2]","[219,512]",int32,int64,float32,True,True,False,True,True,True,219,0,False
2484463-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2484463-B2.h5,data/yiyuan/features_biomedclip_20x/2484463-B2.h5,True,True,,True,True,True,3250,3250,3250,0,0,"[3250,2]","[3250,2]","[3250,512]",int32,int64,float32,True,True,False,True,True,True,3250,0,False
2484633-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2484633-B2.h5,data/yiyuan/features_biomedclip_5x/2484633-B2.h5,True,True,,True,True,True,153,153,153,0,0,"[153,2]","[153,2]","[153,512]",int32,int64,float32,True,True,False,True,True,True,153,0,False
2484633-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2484633-B2.h5,data/yiyuan/features_biomedclip_20x/2484633-B2.h5,True,True,,True,True,True,2125,2125,2125,0,0,"[2125,2]","[2125,2]","[2125,512]",int32,int64,float32,True,True,False,True,True,True,2124,0,False
2484727-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2484727-B2.h5,data/yiyuan/features_biomedclip_5x/2484727-B2.h5,True,True,,True,True,True,145,145,145,0,0,"[145,2]","[145,2]","[145,512]",int32,int64,float32,True,True,False,True,True,True,145,0,False
2484727-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2484727-B2.h5,data/yiyuan/features_biomedclip_20x/2484727-B2.h5,True,True,,True,True,True,2090,2090,2090,0,0,"[2090,2]","[2090,2]","[2090,512]",int32,int64,float32,True,True,False,True,True,True,2088,0,False
2484734-B4,5x,data/yiyuan/patches_coords_5x/patches_256/2484734-B4.h5,data/yiyuan/features_biomedclip_5x/2484734-B4.h5,True,True,,True,True,True,190,190,190,0,0,"[190,2]","[190,2]","[190,512]",int32,int64,float32,True,True,False,True,True,True,190,0,False
2484734-B4,20x,data/yiyuan/patches_coords_20x/patches_256/2484734-B4.h5,data/yiyuan/features_biomedclip_20x/2484734-B4.h5,True,True,,True,True,True,2582,2582,2582,0,0,"[2582,2]","[2582,2]","[2582,512]",int32,int64,float32,True,True,False,True,True,True,2581,0,False
2484734-B5,5x,data/yiyuan/patches_coords_5x/patches_256/2484734-B5.h5,data/yiyuan/features_biomedclip_5x/2484734-B5.h5,True,True,,True,True,True,97,97,97,0,0,"[97,2]","[97,2]","[97,512]",int32,int64,float32,True,True,False,True,True,True,91,0,False
2484734-B5,20x,data/yiyuan/patches_coords_20x/patches_256/2484734-B5.h5,data/yiyuan/features_biomedclip_20x/2484734-B5.h5,True,True,,True,True,True,1369,1369,1369,0,0,"[1369,2]","[1369,2]","[1369,512]",int32,int64,float32,True,True,False,True,True,True,1368,0,False
2484743-B4,5x,data/yiyuan/patches_coords_5x/patches_256/2484743-B4.h5,data/yiyuan/features_biomedclip_5x/2484743-B4.h5,True,True,,True,True,True,120,120,120,0,0,"[120,2]","[120,2]","[120,512]",int32,int64,float32,True,True,False,True,True,True,120,0,False
2484743-B4,20x,data/yiyuan/patches_coords_20x/patches_256/2484743-B4.h5,data/yiyuan/features_biomedclip_20x/2484743-B4.h5,True,True,,True,True,True,1729,1729,1729,0,0,"[1729,2]","[1729,2]","[1729,512]",int32,int64,float32,True,True,False,True,True,True,1727,0,False
2484771-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2484771-B3.h5,data/yiyuan/features_biomedclip_5x/2484771-B3.h5,True,True,,True,True,True,95,95,95,0,0,"[95,2]","[95,2]","[95,512]",int32,int64,float32,True,True,False,True,True,True,95,0,False
2484771-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2484771-B3.h5,data/yiyuan/features_biomedclip_20x/2484771-B3.h5,True,True,,True,True,True,1210,1210,1210,0,0,"[1210,2]","[1210,2]","[1210,512]",int32,int64,float32,True,True,False,True,True,True,1210,0,False
2484791-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2484791-B3.h5,data/yiyuan/features_biomedclip_5x/2484791-B3.h5,True,True,,True,True,True,79,79,79,0,0,"[79,2]","[79,2]","[79,512]",int32,int64,float32,True,True,False,True,True,True,79,0,False
2484791-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2484791-B3.h5,data/yiyuan/features_biomedclip_20x/2484791-B3.h5,True,True,,True,True,True,1067,1067,1067,0,0,"[1067,2]","[1067,2]","[1067,512]",int32,int64,float32,True,True,False,True,True,True,1066,0,False
2484883-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2484883-B2.h5,data/yiyuan/features_biomedclip_5x/2484883-B2.h5,True,True,,True,True,True,258,258,258,0,0,"[258,2]","[258,2]","[258,512]",int32,int64,float32,True,True,False,True,True,True,258,0,False
2484883-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2484883-B2.h5,data/yiyuan/features_biomedclip_20x/2484883-B2.h5,True,True,,True,True,True,3583,3583,3583,0,0,"[3583,2]","[3583,2]","[3583,512]",int32,int64,float32,True,True,False,True,True,True,3582,0,False
2485059-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485059-B2.h5,data/yiyuan/features_biomedclip_5x/2485059-B2.h5,True,True,,True,True,True,265,265,265,0,0,"[265,2]","[265,2]","[265,512]",int32,int64,float32,True,True,False,True,True,True,265,0,False
2485059-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485059-B2.h5,data/yiyuan/features_biomedclip_20x/2485059-B2.h5,True,True,,True,True,True,3915,3915,3915,0,0,"[3915,2]","[3915,2]","[3915,512]",int32,int64,float32,True,True,False,True,True,True,3914,0,False
2485259-B6,5x,data/yiyuan/patches_coords_5x/patches_256/2485259-B6.h5,data/yiyuan/features_biomedclip_5x/2485259-B6.h5,True,True,,True,True,True,174,174,174,0,0,"[174,2]","[174,2]","[174,512]",int32,int64,float32,True,True,False,True,True,True,174,0,False
2485259-B6,20x,data/yiyuan/patches_coords_20x/patches_256/2485259-B6.h5,data/yiyuan/features_biomedclip_20x/2485259-B6.h5,True,True,,True,True,True,2328,2328,2328,0,0,"[2328,2]","[2328,2]","[2328,512]",int32,int64,float32,True,True,False,True,True,True,2328,0,False
2485275-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485275-B2.h5,data/yiyuan/features_biomedclip_5x/2485275-B2.h5,True,True,,True,True,True,320,320,320,0,0,"[320,2]","[320,2]","[320,512]",int32,int64,float32,True,True,False,True,True,True,320,0,False
2485275-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485275-B2.h5,data/yiyuan/features_biomedclip_20x/2485275-B2.h5,True,True,,True,True,True,4591,4591,4591,0,0,"[4591,2]","[4591,2]","[4591,512]",int32,int64,float32,True,True,False,True,True,True,4589,0,False
2485303-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485303-B2.h5,data/yiyuan/features_biomedclip_5x/2485303-B2.h5,True,True,,True,True,True,247,247,247,0,0,"[247,2]","[247,2]","[247,512]",int32,int64,float32,True,True,False,True,True,True,247,0,False
2485303-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485303-B2.h5,data/yiyuan/features_biomedclip_20x/2485303-B2.h5,True,True,,True,True,True,3388,3388,3388,0,0,"[3388,2]","[3388,2]","[3388,512]",int32,int64,float32,True,True,False,True,True,True,3387,0,False
2485318-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485318-B2.h5,data/yiyuan/features_biomedclip_5x/2485318-B2.h5,True,True,,True,True,True,116,116,116,0,0,"[116,2]","[116,2]","[116,512]",int32,int64,float32,True,True,False,True,True,True,116,0,False
2485318-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485318-B2.h5,data/yiyuan/features_biomedclip_20x/2485318-B2.h5,True,True,,True,True,True,1626,1626,1626,0,0,"[1626,2]","[1626,2]","[1626,512]",int32,int64,float32,True,True,False,True,True,True,1624,0,False
2485322-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485322-B2.h5,data/yiyuan/features_biomedclip_5x/2485322-B2.h5,True,True,,True,True,True,95,95,95,0,0,"[95,2]","[95,2]","[95,512]",int32,int64,float32,True,True,False,True,True,True,95,0,False
2485322-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485322-B2.h5,data/yiyuan/features_biomedclip_20x/2485322-B2.h5,True,True,,True,True,True,1214,1214,1214,0,0,"[1214,2]","[1214,2]","[1214,512]",int32,int64,float32,True,True,False,True,True,True,1214,0,False
2485328-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485328-B2.h5,data/yiyuan/features_biomedclip_5x/2485328-B2.h5,True,True,,True,True,True,191,191,191,0,0,"[191,2]","[191,2]","[191,512]",int32,int64,float32,True,True,False,True,True,True,191,0,False
2485328-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485328-B2.h5,data/yiyuan/features_biomedclip_20x/2485328-B2.h5,True,True,,True,True,True,2630,2630,2630,0,0,"[2630,2]","[2630,2]","[2630,512]",int32,int64,float32,True,True,False,True,True,True,2629,0,False
2485517-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485517-B2.h5,data/yiyuan/features_biomedclip_5x/2485517-B2.h5,True,True,,True,True,True,84,84,84,0,0,"[84,2]","[84,2]","[84,512]",int32,int64,float32,True,True,False,True,True,True,80,4,False
2485517-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485517-B2.h5,data/yiyuan/features_biomedclip_20x/2485517-B2.h5,True,True,,True,True,True,1068,1068,1068,0,0,"[1068,2]","[1068,2]","[1068,512]",int32,int64,float32,True,True,False,True,True,True,1068,0,False
2485635-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485635-B2.h5,data/yiyuan/features_biomedclip_5x/2485635-B2.h5,True,True,,True,True,True,253,253,253,0,0,"[253,2]","[253,2]","[253,512]",int32,int64,float32,True,True,False,True,True,True,253,0,False
2485635-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485635-B2.h5,data/yiyuan/features_biomedclip_20x/2485635-B2.h5,True,True,,True,True,True,3774,3774,3774,0,0,"[3774,2]","[3774,2]","[3774,512]",int32,int64,float32,True,True,False,True,True,True,3773,0,False
2485803-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485803-B2.h5,data/yiyuan/features_biomedclip_5x/2485803-B2.h5,True,True,,True,True,True,519,519,519,0,0,"[519,2]","[519,2]","[519,512]",int32,int64,float32,True,True,False,True,True,True,518,0,False
2485803-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485803-B2.h5,data/yiyuan/features_biomedclip_20x/2485803-B2.h5,True,True,,True,True,True,7752,7752,7752,0,0,"[7752,2]","[7752,2]","[7752,512]",int32,int64,float32,True,True,False,True,True,True,7751,0,False
2485805-B,5x,data/yiyuan/patches_coords_5x/patches_256/2485805-B.h5,data/yiyuan/features_biomedclip_5x/2485805-B.h5,True,True,,True,True,True,362,362,362,0,0,"[362,2]","[362,2]","[362,512]",int64,int64,float32,True,True,False,True,True,True,362,0,False
2485805-B,20x,data/yiyuan/patches_coords_20x/patches_256/2485805-B.h5,data/yiyuan/features_biomedclip_20x/2485805-B.h5,True,True,,True,True,True,5106,5106,5106,0,0,"[5106,2]","[5106,2]","[5106,512]",int64,int64,float32,True,True,False,True,True,True,5106,0,False
2485969-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2485969-B2.h5,data/yiyuan/features_biomedclip_5x/2485969-B2.h5,True,True,,True,True,True,403,403,403,0,0,"[403,2]","[403,2]","[403,512]",int32,int64,float32,True,True,False,True,True,True,347,0,False
2485969-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2485969-B2.h5,data/yiyuan/features_biomedclip_20x/2485969-B2.h5,True,True,,True,True,True,5798,5798,5798,0,0,"[5798,2]","[5798,2]","[5798,512]",int32,int64,float32,True,True,False,True,True,True,5796,0,False
2486100-B,5x,data/yiyuan/patches_coords_5x/patches_256/2486100-B.h5,data/yiyuan/features_biomedclip_5x/2486100-B.h5,True,True,,True,True,True,280,280,280,0,0,"[280,2]","[280,2]","[280,512]",int64,int64,float32,True,True,False,True,True,True,280,0,False
2486100-B,20x,data/yiyuan/patches_coords_20x/patches_256/2486100-B.h5,data/yiyuan/features_biomedclip_20x/2486100-B.h5,True,True,,True,True,True,4110,4110,4110,0,0,"[4110,2]","[4110,2]","[4110,512]",int64,int64,float32,True,True,False,True,True,True,4109,0,False
2486104-B1,5x,data/yiyuan/patches_coords_5x/patches_256/2486104-B1.h5,data/yiyuan/features_biomedclip_5x/2486104-B1.h5,True,True,,True,True,True,111,111,111,0,0,"[111,2]","[111,2]","[111,512]",int32,int64,float32,True,True,False,True,True,True,111,0,False
2486104-B1,20x,data/yiyuan/patches_coords_20x/patches_256/2486104-B1.h5,data/yiyuan/features_biomedclip_20x/2486104-B1.h5,True,True,,True,True,True,1420,1420,1420,0,0,"[1420,2]","[1420,2]","[1420,512]",int32,int64,float32,True,True,False,True,True,True,1419,0,False
2486104-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486104-B2.h5,data/yiyuan/features_biomedclip_5x/2486104-B2.h5,True,True,,True,True,True,111,111,111,0,0,"[111,2]","[111,2]","[111,512]",int32,int64,float32,True,True,False,True,True,True,111,0,False
2486104-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486104-B2.h5,data/yiyuan/features_biomedclip_20x/2486104-B2.h5,True,True,,True,True,True,1527,1527,1527,0,0,"[1527,2]","[1527,2]","[1527,512]",int32,int64,float32,True,True,False,True,True,True,1526,0,False
2486165-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486165-B2.h5,data/yiyuan/features_biomedclip_5x/2486165-B2.h5,True,True,,True,True,True,247,247,247,0,0,"[247,2]","[247,2]","[247,512]",int32,int64,float32,True,True,False,True,True,True,247,0,False
2486165-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486165-B2.h5,data/yiyuan/features_biomedclip_20x/2486165-B2.h5,True,True,,True,True,True,3554,3554,3554,0,0,"[3554,2]","[3554,2]","[3554,512]",int32,int64,float32,True,True,False,True,True,True,3553,0,False
2486191-B,5x,data/yiyuan/patches_coords_5x/patches_256/2486191-B.h5,data/yiyuan/features_biomedclip_5x/2486191-B.h5,True,True,,True,True,True,252,252,252,0,0,"[252,2]","[252,2]","[252,512]",int64,int64,float32,True,True,False,True,True,True,252,0,False
2486191-B,20x,data/yiyuan/patches_coords_20x/patches_256/2486191-B.h5,data/yiyuan/features_biomedclip_20x/2486191-B.h5,True,True,,True,True,True,3667,3667,3667,0,0,"[3667,2]","[3667,2]","[3667,512]",int64,int64,float32,True,True,False,True,True,True,3667,0,False
2486197-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486197-B2.h5,data/yiyuan/features_biomedclip_5x/2486197-B2.h5,True,True,,True,True,True,256,256,256,0,0,"[256,2]","[256,2]","[256,512]",int32,int64,float32,True,True,False,True,True,True,256,0,False
2486197-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486197-B2.h5,data/yiyuan/features_biomedclip_20x/2486197-B2.h5,True,True,,True,True,True,3655,3655,3655,0,0,"[3655,2]","[3655,2]","[3655,512]",int32,int64,float32,True,True,False,True,True,True,3655,0,False
2486262-B4,5x,data/yiyuan/patches_coords_5x/patches_256/2486262-B4.h5,data/yiyuan/features_biomedclip_5x/2486262-B4.h5,True,True,,True,True,True,141,141,141,0,0,"[141,2]","[141,2]","[141,512]",int32,int64,float32,True,True,False,True,True,True,141,0,False
2486262-B4,20x,data/yiyuan/patches_coords_20x/patches_256/2486262-B4.h5,data/yiyuan/features_biomedclip_20x/2486262-B4.h5,True,True,,True,True,True,2018,2018,2018,0,0,"[2018,2]","[2018,2]","[2018,512]",int32,int64,float32,True,True,False,True,True,True,2017,0,False
2486653-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486653-B2.h5,data/yiyuan/features_biomedclip_5x/2486653-B2.h5,True,True,,True,True,True,244,244,244,0,0,"[244,2]","[244,2]","[244,512]",int32,int64,float32,True,True,False,True,True,True,228,0,False
2486653-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486653-B2.h5,data/yiyuan/features_biomedclip_20x/2486653-B2.h5,True,True,,True,True,True,3569,3569,3569,0,0,"[3569,2]","[3569,2]","[3569,512]",int32,int64,float32,True,True,False,True,True,True,3569,0,False
2486653-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2486653-B3.h5,data/yiyuan/features_biomedclip_5x/2486653-B3.h5,True,True,,True,True,True,318,318,318,0,0,"[318,2]","[318,2]","[318,512]",int32,int64,float32,True,True,False,True,True,True,318,0,False
2486653-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2486653-B3.h5,data/yiyuan/features_biomedclip_20x/2486653-B3.h5,True,True,,True,True,True,4719,4719,4719,0,0,"[4719,2]","[4719,2]","[4719,512]",int32,int64,float32,True,True,False,True,True,True,4718,0,False
2486687-B3,5x,data/yiyuan/patches_coords_5x/patches_256/2486687-B3.h5,data/yiyuan/features_biomedclip_5x/2486687-B3.h5,True,True,,True,True,True,211,211,211,0,0,"[211,2]","[211,2]","[211,512]",int32,int64,float32,True,True,False,True,True,True,211,0,False
2486687-B3,20x,data/yiyuan/patches_coords_20x/patches_256/2486687-B3.h5,data/yiyuan/features_biomedclip_20x/2486687-B3.h5,True,True,,True,True,True,3060,3060,3060,0,0,"[3060,2]","[3060,2]","[3060,512]",int32,int64,float32,True,True,False,True,True,True,3059,0,False
2486812-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486812-B2.h5,data/yiyuan/features_biomedclip_5x/2486812-B2.h5,True,True,,True,True,True,294,294,294,0,0,"[294,2]","[294,2]","[294,512]",int32,int64,float32,True,True,False,True,True,True,294,0,False
2486812-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486812-B2.h5,data/yiyuan/features_biomedclip_20x/2486812-B2.h5,True,True,,True,True,True,4161,4161,4161,0,0,"[4161,2]","[4161,2]","[4161,512]",int32,int64,float32,True,True,False,True,True,True,4161,0,False
2486813-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486813-B2.h5,data/yiyuan/features_biomedclip_5x/2486813-B2.h5,True,True,,True,True,True,108,108,108,0,0,"[108,2]","[108,2]","[108,512]",int32,int64,float32,True,True,False,True,True,True,108,0,False
2486813-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486813-B2.h5,data/yiyuan/features_biomedclip_20x/2486813-B2.h5,True,True,,True,True,True,1446,1446,1446,0,0,"[1446,2]","[1446,2]","[1446,512]",int32,int64,float32,True,True,False,True,True,True,1446,0,False
2486833-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486833-B2.h5,data/yiyuan/features_biomedclip_5x/2486833-B2.h5,True,True,,True,True,True,154,154,154,0,0,"[154,2]","[154,2]","[154,512]",int32,int64,float32,True,True,False,True,True,True,154,0,False
2486833-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486833-B2.h5,data/yiyuan/features_biomedclip_20x/2486833-B2.h5,True,True,,True,True,True,2205,2205,2205,0,0,"[2205,2]","[2205,2]","[2205,512]",int32,int64,float32,True,True,False,True,True,True,2202,0,False
2486845-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486845-B2.h5,data/yiyuan/features_biomedclip_5x/2486845-B2.h5,True,True,,True,True,True,154,154,154,0,0,"[154,2]","[154,2]","[154,512]",int32,int64,float32,True,True,False,True,True,True,154,0,False
2486845-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486845-B2.h5,data/yiyuan/features_biomedclip_20x/2486845-B2.h5,True,True,,True,True,True,2100,2100,2100,0,0,"[2100,2]","[2100,2]","[2100,512]",int32,int64,float32,True,True,False,True,True,True,2100,0,False
2486859-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2486859-B2.h5,data/yiyuan/features_biomedclip_5x/2486859-B2.h5,True,True,,True,True,True,60,60,60,0,0,"[60,2]","[60,2]","[60,512]",int32,int64,float32,True,True,False,True,True,True,57,2,False
2486859-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2486859-B2.h5,data/yiyuan/features_biomedclip_20x/2486859-B2.h5,True,True,,True,True,True,944,944,944,0,0,"[944,2]","[944,2]","[944,512]",int32,int64,float32,True,True,False,True,True,True,941,0,False
2487140-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2487140-B2.h5,data/yiyuan/features_biomedclip_5x/2487140-B2.h5,True,True,,True,True,True,140,140,140,0,0,"[140,2]","[140,2]","[140,512]",int32,int64,float32,True,True,False,True,True,True,140,0,False
2487140-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2487140-B2.h5,data/yiyuan/features_biomedclip_20x/2487140-B2.h5,True,True,,True,True,True,1907,1907,1907,0,0,"[1907,2]","[1907,2]","[1907,512]",int32,int64,float32,True,True,False,True,True,True,1906,0,False
2487143-B,5x,data/yiyuan/patches_coords_5x/patches_256/2487143-B.h5,data/yiyuan/features_biomedclip_5x/2487143-B.h5,True,True,,True,True,True,204,204,204,0,0,"[204,2]","[204,2]","[204,512]",int64,int64,float32,True,True,False,True,True,True,204,0,False
2487143-B,20x,data/yiyuan/patches_coords_20x/patches_256/2487143-B.h5,data/yiyuan/features_biomedclip_20x/2487143-B.h5,True,True,,True,True,True,2900,2900,2900,0,0,"[2900,2]","[2900,2]","[2900,512]",int64,int64,float32,True,True,False,True,True,True,2899,0,False
2487146-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2487146-B2.h5,data/yiyuan/features_biomedclip_5x/2487146-B2.h5,True,True,,True,True,True,156,156,156,0,0,"[156,2]","[156,2]","[156,512]",int32,int64,float32,True,True,False,True,True,True,156,0,False
2487146-B2,20x,data/yiyuan/patches_coords_20x/patches_256/2487146-B2.h5,data/yiyuan/features_biomedclip_20x/2487146-B2.h5,True,True,,True,True,True,2196,2196,2196,0,0,"[2196,2]","[2196,2]","[2196,512]",int32,int64,float32,True,True,False,True,True,True,2196,0,False
2487237-B2,5x,data/yiyuan/patches_coords_5x/patches_256/2487237-B2.h5,data/yiyuan/features_biomedclip_5x/2487237-B2.h5,True,True,,True,True,True,191,191,191,0,0,"[191,2]","[191,2]","[191,512]",int32,int64,float32,True,True,False,True,True,True,191,0,False
