slide_id,issue_type,severity,scale,observed,expected_or_reference,details
2460399-B2,coord_feature_order_mismatch,warning,5x,285,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460399-B2,coord_feature_order_mismatch,warning,20x,4103,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460404-B3,coord_feature_order_mismatch,warning,5x,308,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460404-B3,coord_feature_order_mismatch,warning,20x,4242,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460405-B2,coord_feature_order_mismatch,warning,5x,128,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460405-B2,coord_feature_order_mismatch,warning,20x,1741,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460591-B2,coord_feature_order_mismatch,warning,5x,253,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460591-B2,coord_feature_order_mismatch,warning,20x,3247,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460602-B,coord_feature_order_mismatch,warning,5x,252,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460602-B,coord_feature_order_mismatch,warning,20x,3705,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460628-B2,coord_feature_order_mismatch,warning,5x,190,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460628-B2,coord_feature_order_mismatch,warning,20x,2666,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460641-B2,coord_feature_order_mismatch,warning,5x,242,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460641-B2,coord_feature_order_mismatch,warning,20x,3510,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460643-B,coord_feature_order_mismatch,warning,5x,182,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460643-B,coord_feature_order_mismatch,warning,20x,2655,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460753-B2,coord_feature_order_mismatch,warning,5x,201,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460753-B2,coord_feature_order_mismatch,warning,20x,2859,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460770-B2,coord_feature_order_mismatch,warning,5x,181,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460770-B2,coord_feature_order_mismatch,warning,20x,2519,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460949-B3,coord_feature_order_mismatch,warning,5x,200,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460949-B3,coord_feature_order_mismatch,warning,20x,2813,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460960-B,coord_feature_order_mismatch,warning,5x,343,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460960-B,coord_feature_order_mismatch,warning,20x,4899,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460974-B2,coord_feature_order_mismatch,warning,5x,234,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2460974-B2,coord_feature_order_mismatch,warning,20x,3353,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461002-B2,coord_feature_order_mismatch,warning,5x,135,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461002-B2,coord_feature_order_mismatch,warning,20x,1732,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461487-B2,coord_feature_order_mismatch,warning,5x,232,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461487-B2,coord_feature_order_mismatch,warning,20x,3193,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461671-B2,coord_feature_order_mismatch,warning,5x,328,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461671-B2,coord_feature_order_mismatch,warning,20x,4885,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461672-B2,coord_feature_order_mismatch,warning,5x,203,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461672-B2,coord_feature_order_mismatch,warning,20x,2880,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461677-B2,coord_feature_order_mismatch,warning,5x,56,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461677-B2,coord_feature_order_mismatch,warning,20x,811,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461698-B,coord_feature_order_mismatch,warning,5x,239,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461698-B,coord_feature_order_mismatch,warning,20x,3447,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461700-B2,coord_feature_order_mismatch,warning,5x,74,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461700-B2,coord_feature_order_mismatch,warning,20x,996,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461703-B3,coord_feature_order_mismatch,warning,5x,253,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461703-B3,coord_feature_order_mismatch,warning,20x,3694,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461718-B3,coord_feature_order_mismatch,warning,5x,82,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461718-B3,coord_feature_order_mismatch,warning,20x,1065,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461755-B3,coord_feature_order_mismatch,warning,5x,247,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461755-B3,coord_feature_order_mismatch,warning,20x,3325,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461836-B2,coord_feature_order_mismatch,warning,5x,144,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461836-B2,coord_feature_order_mismatch,warning,20x,1997,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461857-B2,coord_feature_order_mismatch,warning,5x,159,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461857-B2,coord_feature_order_mismatch,warning,20x,2091,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461861-B2,coord_feature_order_mismatch,warning,5x,61,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2461861-B2,coord_feature_order_mismatch,warning,20x,890,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462123-B2,coord_feature_order_mismatch,warning,5x,115,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462123-B2,coord_feature_order_mismatch,warning,20x,1714,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462170-B4,coord_feature_order_mismatch,warning,5x,117,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462170-B4,coord_feature_order_mismatch,warning,20x,1561,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462290-B2,coord_feature_order_mismatch,warning,5x,286,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462290-B2,coord_feature_order_mismatch,warning,20x,4235,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462293-B3,coord_feature_order_mismatch,warning,5x,127,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462293-B3,coord_feature_order_mismatch,warning,20x,1780,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462478-B2,coord_feature_order_mismatch,warning,5x,151,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462478-B2,coord_feature_order_mismatch,warning,20x,2028,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462483-B,coord_feature_order_mismatch,warning,5x,85,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462483-B,coord_feature_order_mismatch,warning,20x,1108,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462598-B,coord_feature_order_mismatch,warning,5x,195,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462598-B,coord_feature_order_mismatch,warning,20x,2744,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462614-B3,coord_feature_order_mismatch,warning,5x,225,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462614-B3,coord_feature_order_mismatch,warning,20x,3283,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462637-B2,coord_feature_order_mismatch,warning,5x,277,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462637-B2,coord_feature_order_mismatch,warning,20x,3863,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462830-B2,coord_feature_order_mismatch,warning,5x,103,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462830-B2,coord_feature_order_mismatch,warning,20x,1417,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462830-B4,coord_feature_order_mismatch,warning,5x,210,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462830-B4,coord_feature_order_mismatch,warning,20x,3079,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462840-B5,coord_feature_order_mismatch,warning,5x,286,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462840-B5,coord_feature_order_mismatch,warning,20x,4219,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462885-B2,coord_feature_order_mismatch,warning,5x,272,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462885-B2,coord_feature_order_mismatch,warning,20x,3660,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462920-B3,coord_feature_order_mismatch,warning,5x,273,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462920-B3,coord_feature_order_mismatch,warning,20x,3826,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462921-B,coord_feature_order_mismatch,warning,5x,311,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462921-B,coord_feature_order_mismatch,warning,20x,4465,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462987-B2,coord_feature_order_mismatch,warning,5x,139,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2462987-B2,coord_feature_order_mismatch,warning,20x,2009,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463126-B2,coord_feature_order_mismatch,warning,5x,79,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463126-B2,coord_feature_order_mismatch,warning,20x,2100,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463127-B3,coord_feature_order_mismatch,warning,5x,261,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463127-B3,coord_feature_order_mismatch,warning,20x,3790,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463135-B,coord_feature_order_mismatch,warning,5x,307,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463135-B,coord_feature_order_mismatch,warning,20x,4546,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463187-B2,coord_feature_order_mismatch,warning,5x,30,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463187-B2,coord_feature_order_mismatch,warning,20x,1510,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463351-B4,coord_feature_order_mismatch,warning,5x,175,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463351-B4,coord_feature_order_mismatch,warning,20x,2434,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463370-B2,coord_feature_order_mismatch,warning,5x,192,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463370-B2,coord_feature_order_mismatch,warning,20x,2725,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463379-B4,coord_feature_order_mismatch,warning,5x,153,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463379-B4,coord_feature_order_mismatch,warning,20x,2078,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463404-B2,coord_feature_order_mismatch,warning,5x,217,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463404-B2,coord_feature_order_mismatch,warning,20x,2933,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463643-B,coord_feature_order_mismatch,warning,5x,240,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463643-B,coord_feature_order_mismatch,warning,20x,3438,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463647-B2,coord_feature_order_mismatch,warning,5x,204,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463647-B2,coord_feature_order_mismatch,warning,20x,2933,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463656-B2,coord_feature_order_mismatch,warning,5x,157,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463656-B2,coord_feature_order_mismatch,warning,20x,2075,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463720-B7,coord_feature_order_mismatch,warning,5x,207,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2463720-B7,coord_feature_order_mismatch,warning,20x,3024,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464404-B5,coord_feature_order_mismatch,warning,5x,207,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464404-B5,coord_feature_order_mismatch,warning,20x,2935,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464438-B5,coord_feature_order_mismatch,warning,5x,98,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464438-B5,coord_feature_order_mismatch,warning,20x,1243,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464443-B,coord_feature_order_mismatch,warning,5x,254,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464443-B,coord_feature_order_mismatch,warning,20x,3687,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464548-B,coord_feature_order_mismatch,warning,5x,337,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464548-B,coord_feature_order_mismatch,warning,20x,4997,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464690-B2,coord_feature_order_mismatch,warning,5x,244,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464690-B2,coord_feature_order_mismatch,warning,20x,3450,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464812-B3,coord_feature_order_mismatch,warning,5x,254,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464812-B3,coord_feature_order_mismatch,warning,20x,3679,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464817-B,coord_feature_order_mismatch,warning,5x,265,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464817-B,coord_feature_order_mismatch,warning,20x,3918,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464879-B2,coord_feature_order_mismatch,warning,5x,268,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464879-B2,coord_feature_order_mismatch,warning,20x,3954,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464929-B,coord_feature_order_mismatch,warning,5x,291,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464929-B,coord_feature_order_mismatch,warning,20x,4294,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464943-B2,coord_feature_order_mismatch,warning,5x,321,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2464943-B2,coord_feature_order_mismatch,warning,20x,4499,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465202-B3,coord_feature_order_mismatch,warning,5x,232,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465202-B3,coord_feature_order_mismatch,warning,20x,3875,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465243-B2,coord_feature_order_mismatch,warning,5x,348,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465243-B2,coord_feature_order_mismatch,warning,20x,5203,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465263-B2,coord_feature_order_mismatch,warning,5x,163,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465263-B2,coord_feature_order_mismatch,warning,20x,2321,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465339-B2,coord_feature_order_mismatch,warning,5x,427,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465339-B2,coord_feature_order_mismatch,warning,20x,6252,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465367-B3,coord_feature_order_mismatch,warning,5x,125,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465367-B3,coord_feature_order_mismatch,warning,20x,1599,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465396-B2,coord_feature_order_mismatch,warning,5x,165,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465396-B2,coord_feature_order_mismatch,warning,20x,2462,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465397-B,coord_feature_order_mismatch,warning,5x,157,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465397-B,coord_feature_order_mismatch,warning,20x,2288,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465568-B2,coord_feature_order_mismatch,warning,5x,188,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465568-B2,coord_feature_order_mismatch,warning,20x,2647,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465608-B2,coord_feature_order_mismatch,warning,5x,259,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
2465608-B2,coord_feature_order_mismatch,warning,20x,3738,0,"Coordinate multiset matches but row order differs. The current feature extractor saves feature batches and filename-derived coords together, but consumers that pair the original coordinate H5 by row would be at risk."
